,0
446,POINT ( -20.256092950000003 -40.28135718192593 )
447,POINT ( -23.452375699999997 -70.43973434352753 )
448,POINT ( -36.77378175 -73.06006863839588 )
449,POINT ( 4.4505551 -75.76648964124684 )
450,POINT ( 10.88795095 -74.77949844665267 )
451,POINT ( 4.7020946 -74.14771320401294 )
452,POINT ( 7.12665205 -73.18298397426294 )
453,POINT ( 3.5396452 -76.38478414079523 )
454,POINT ( 10.441642850000001 -75.51305749492116 )
455,POINT ( 7.92892685 -72.51151602924828 )
456,POINT ( 4.42177875 -75.13465345063345 )
457,POINT ( 0.86087355 -77.67183954491212 )
458,POINT ( 1.5894336 -75.56474579631328 )
459,POINT ( 11.231324350000001 -72.48919753034815 )
460,POINT ( 5.029571949999999 -75.46408383207245 )
461,POINT ( 6.16640765 -75.42394572094523 )
462,POINT ( 1.2534290499999998 -70.23402408078636 )
463,POINT ( 8.82368475 -75.82489835334957 )
464,POINT ( 2.9517519500000002 -75.29355179494848 )
465,POINT ( 1.3969458000000001 -77.29099358053416 )
466,POINT ( 4.8124677 -75.7403839964314 )
467,POINT ( 2.4547051 -76.60875093700525 )
468,POINT ( 13.357764450000001 -81.35803010797275 )
469,POINT ( 5.69001785 -76.63973768788003 )
470,POINT ( 11.527112500000001 -72.91833288840549 )
471,POINT ( 12.583392799999999 -81.71154479692137 )
472,POINT ( 9.5094532 -75.5855934551474 )
473,POINT ( -29.915545950000002 -71.20194424333569 )
474,POINT ( 10.60316215 -66.99667670060362 )
475,POINT ( 9.3329836 -75.28385821799017 )
476,POINT ( 10.4354221 -73.24902965045095 )
477,POINT ( -33.3239 -60.6658 )
478,POINT ( 5.3201424 -72.38447809054335 )
479,POINT ( -2.1579326500000002 -79.88330125961107 )
480,POINT ( -3.4422879999999996 -79.99629303403673 )
481,POINT ( -0.94690845 -80.67949990971246 )
482,POINT ( -0.12721169999999998 -78.35809738941953 )
483,POINT ( -51.8208456 -58.4564927 )
484,POINT ( 4.820737449999999 -52.36305702364213 )
485,POINT ( 6.498248800000001 -58.25592779458964 )
486,POINT ( -25.2355931 -57.51563884189728 )
487,POINT ( -25.455565999999997 -54.84361037951119 )
488,POINT ( -16.3423105 -71.56895878830176 )
489,POINT ( -13.5362553 -71.93777215348605 )
490,POINT ( -12.02178305 -77.11123822674789 )
491,POINT ( 5.45209655 -55.18802501876111 )
492,POINT ( -34.830431950000005 -56.02201434471925 )
493,POINT ( -30.97508805 -55.476310098194325 )
494,POINT ( 10.60316215 -66.99667670060362 )
495,POINT ( 10.557807100000002 -71.7254962784662 )
496,POINT ( 10.151676850000001 -67.92881547478783 )
497,POINT ( 43.85891105 51.09314386990394 )
498,POINT ( 50.2470166 57.20792989023883 )
499,POINT ( 43.355686250000005 77.04258378940835 )
500,POINT ( 47.12124025 51.8232747235264 )
501,POINT ( 49.67500345 73.33836907065458 )
502,POINT ( 53.33082215 69.59255744913858 )
503,POINT ( 53.2046156 63.549854554025714 )
504,POINT ( 44.705641299999996 65.58855590395623 )
505,POINT ( 51.0258535 71.46419813232808 )
506,POINT ( 51.15188705 51.541522050576205 )
507,POINT ( 50.034302100000005 82.49913736104511 )
508,POINT ( 52.19522405 77.07365521776973 )
509,POINT ( 54.774539950000005 69.18321518318967 )
510,POINT ( 50.34996445 80.23222798253937 )
511,POINT ( 42.36478735 69.48092676188335 )
512,POINT ( 42.854462600000005 71.30450095555221 )
513,POINT ( 43.0581795 74.46359489585606 )
514,POINT ( 42.58600115 76.70732070846512 )
515,POINT ( 42.50613885 78.4129972303126 )
516,POINT ( 43.9739457 -88.5558077990564 )
517,POINT ( 38.54557415 68.82363701984585 )
518,POINT ( 40.218460300000004 69.70003078769972 )
519,POINT ( 37.989594 69.80781985333839 )
520,POINT ( 37.9837541 58.36266734224667 )
521,POINT ( 41.7634636 59.83111768268917 )
522,POINT ( 37.6254239 61.89707073841751 )
523,POINT ( 40.065514 52.9967006462539 )
524,POINT ( 38.9368224 63.56729013685301 )
525,POINT ( 40.726543899999996 72.29303828990521 )
526,POINT ( 39.77495605 64.48141101391582 )
527,POINT ( 40.3583628 71.7510007489508 )
528,POINT ( 40.98413205 71.56264283498558 )
529,POINT ( 40.1179573 65.16810111979285 )
530,POINT ( 42.48952825 59.6222565729817 )
531,POINT ( 39.698557 66.99274627772559 )
532,POINT ( 37.28581275 67.31175901967998 )
533,POINT ( 41.58095495 60.6451779891279 )
534,POINT ( 39.2295753 125.67704274664212 )
535,POINT ( 39.614616 140.21935028858 )
536,POINT ( 40.7340525 140.689686 )
537,POINT ( 33.586802 130.44739386660302 )
538,POINT ( 41.76987575 140.82501678734644 )
539,POINT ( 31.803187 130.718951 )
540,POINT ( 36.39344695 136.40924640121113 )
541,POINT ( 34.437479100000004 132.91951481722555 )
542,POINT ( 33.837738349999995 131.03353064413625 )
543,POINT ( 32.917846 129.91545060447868 )
544,POINT ( 3.6866040499999997 125.52690263699812 )
545,POINT ( 34.858719699999995 136.81136334974985 )
546,POINT ( 37.9555294 139.118527 )
547,POINT ( 33.48025315 131.73595976930255 )
548,POINT ( 34.75697285 133.8538693555767 )
549,POINT ( 34.43420455 135.2225230169576 )
550,POINT ( 42.786787000000004 141.68295976251358 )
551,POINT ( 38.138254849999996 140.9299361810537 )
552,POINT ( 34.796503799999996 138.18413707216476 )
553,POINT ( 35.54572095 139.78058713123818 )
554,POINT ( 35.77587145 140.3933101399336 )
555,POINT ( 47.84297625000001 106.7667561731925 )
556,POINT ( 40.56068065 109.99998138888844 )
557,POINT ( 21.5391801 109.29173962146939 )
558,POINT ( 40.079155549999996 116.5942601992765 )
559,POINT ( 39.49734235 116.41231485294932 )
560,POINT ( 43.99639585 125.69151731902005 )
561,POINT ( 28.190666049999997 113.21991433924589 )
562,POINT ( 31.9184829 119.77841391568919 )
563,POINT ( 30.554776699999998 103.9479446811554 )
564,POINT ( 30.302939549999998 104.44626140754374 )
565,POINT ( 29.72606975 106.64983063307892 )
566,POINT ( 38.96415155 121.53917650785446 )
567,POINT ( 40.02644170000001 124.2815411011791 )
568,POINT ( 40.06061715 113.4818546578876 )
569,POINT ( 30.321236499999998 109.484107289115 )
570,POINT ( 25.934525450000002 119.66617231883538 )
571,POINT ( 25.853333499999998 114.77981001603592 )
572,POINT ( 23.3931854 113.3015079267467 )
573,POINT ( 25.22035845 110.04411215855079 )
574,POINT ( 26.546574 106.79634638772646 )
575,POINT ( 19.9442567 110.45927325175722 )
576,POINT ( 30.2368729 120.42912444938366 )
577,POINT ( 45.62212125 126.24525735616052 )
578,POINT ( 31.9883277 116.96784209315098 )
579,POINT ( 50.17248205 127.30882586645819 )
580,POINT ( 40.850898099999995 111.81798726025258 )
581,POINT ( 33.79193035 119.12775073657423 )
582,POINT ( 29.73328205 118.25567849391369 )
583,POINT ( 49.2079077 119.82751910954758 )
584,POINT ( 23.55198455 116.5081354826242 )
585,POINT ( 36.8572453 117.21173410272695 )
586,POINT ( 25.10710645 102.93841345267796 )
587,POINT ( 36.51520775 103.61824564362979 )
588,POINT ( 29.29416095 90.91984327065339 )
589,POINT ( 34.57096 118.87475668663635 )
590,POINT ( 26.67695645 100.24519087992596 )
591,POINT ( 35.05260055 118.41027073428957 )
592,POINT ( 34.74071765 112.38655833509651 )
593,POINT ( 24.399627 98.52863867335108 )
594,POINT ( 49.567472499999994 117.3271129010715 )
595,POINT ( 24.2660018 116.1046631 )
596,POINT ( 44.5245786 129.56714084864257 )
597,POINT ( 28.8616845 115.90823277913566 )
598,POINT ( 31.7318395 118.8722909841032 )
599,POINT ( 22.6087962 108.1778206273208 )
600,POINT ( 32.07183535 120.97825429793333 )
601,POINT ( 29.8261878 121.45840490871828 )
602,POINT ( 36.26799135 120.37679264563059 )
603,POINT ( 39.6646933 119.05403886459055 )
604,POINT ( 47.23895465 123.9150970525425 )
605,POINT ( 24.79702915 118.58870501999499 )
606,POINT ( 18.30441145 109.4125578036077 )
607,POINT ( 31.19767765 121.33448312534463 )
608,POINT ( 31.141345049999998 121.80463662688626 )
609,POINT ( 41.63710115000001 123.48348341123219 )
610,POINT ( 22.6376434 113.80607686281571 )
611,POINT ( 38.2803561 114.68964497905779 )
612,POINT ( 37.7488565 112.62232573051733 )
613,POINT ( 39.12745995 117.35483617593881 )
614,POINT ( 41.0721691 113.1724539 )
615,POINT ( 43.903818349999995 87.46801888787405 )
616,POINT ( 30.801388600000003 108.43117732034935 )
617,POINT ( 37.1864922 122.22940860931081 )
618,POINT ( 30.77382425 114.21236810445089 )
619,POINT ( 31.4984408 120.43007861805665 )
620,POINT ( 27.70298965 117.99996959399512 )
621,POINT ( 24.543830049999997 118.13265145897324 )
622,POINT ( 34.43866385 108.7580567206632 )
623,POINT ( 36.5297578 102.03821999842393 )
624,POINT ( 38.599099800000005 112.97622810790583 )
625,POINT ( 21.977803450000003 100.76631380793766 )
626,POINT ( 34.058505499999995 117.55572772215724 )
627,POINT ( 33.428409349999995 120.20320242554347 )
628,POINT ( 42.8787858 129.4487048951637 )
629,POINT ( 37.6603715 120.98402460360276 )
630,POINT ( 30.552724650000002 111.4813469300297 )
631,POINT ( 38.3211525 106.38861654513931 )
632,POINT ( 29.342204799999998 120.02868898781665 )
633,POINT ( 29.103868499999997 110.44472066563625 )
634,POINT ( 21.21472515 110.35930740779222 )
635,POINT ( 34.5270534 113.84801423633316 )
636,POINT ( 22.0084784 113.37242495504282 )
637,POINT ( 27.81072255 107.246802633757 )
638,POINT ( 22.3125986 113.91732378641939 )
639,POINT ( 22.149929 113.58936073979396 )
640,POINT ( 24.02372475 121.61998199610741 )
641,POINT ( 22.5750247 120.35186186510414 )
642,POINT ( 24.2540877 120.59962083032508 )
643,POINT ( 22.9479051 120.2165245 )
644,POINT ( 25.066476950000002 121.55488774434725 )
645,POINT ( 25.079317449999998 121.23459767526805 )
646,POINT ( 35.1800774 128.93640137086572 )
647,POINT ( 35.89664705 128.65684823422797 )
648,POINT ( 33.50707105 126.4916441196128 )
649,POINT ( 37.55900775 126.7942402657747 )
650,POINT ( 37.4634169 126.44164409450852 )
651,POINT ( 36.7155563 127.49746427479121 )
652,POINT ( 34.991280200000006 126.38414054753376 )
653,POINT ( 38.05981665 128.66724658348244 )
654,POINT ( 22.2536779 91.81968167066351 )
655,POINT ( 23.8426391 90.4057215428484 )
656,POINT ( 24.9638508 91.86122399605534 )
657,POINT ( 27.403184449999998 89.42341649453166 )
658,POINT ( 23.8927538 91.24405712502758 )
659,POINT ( 23.0759129 72.63051649394484 )
660,POINT ( 31.70858515 74.80044741056383 )
661,POINT ( 13.196697 77.70758655918868 )
662,POINT ( 20.2547298 85.8163539 )
663,POINT ( 12.993374 80.17258667392555 )
664,POINT ( 11.0312326 77.04169829450647 )
665,POINT ( 28.5551678 77.08473847979485 )
666,POINT ( 15.380501500000001 73.8317012646639 )
667,POINT ( 11.8892109 3.4260472 )
668,POINT ( 26.111372250000002 91.58297415485129 )
669,POINT ( 17.231163600000002 78.43178336758146 )
670,POINT ( 24.757604049999998 93.8927773500697 )
671,POINT ( 26.8281087 75.8059454340161 )
672,POINT ( 11.9172722 75.54478488645225 )
673,POINT ( 10.15448595 76.39248892735499 )
674,POINT ( 11.1363042 75.95411010175508 )
675,POINT ( 26.7584263 80.87779945060207 )
676,POINT ( 9.83575295 78.09397312971166 )
677,POINT ( 12.956335800000002 74.88765239960827 )
678,POINT ( 19.0901312 72.86370318520977 )
679,POINT ( 21.089577849999998 79.04602785205705 )
680,POINT ( 18.58033 73.91838555259571 )
681,POINT ( 26.6821128 88.32906870592839 )
682,POINT ( 33.9933661 74.77516251194409 )
683,POINT ( 21.1168313 72.74226530410085 )
684,POINT ( 8.4820416 76.91905902167463 )
685,POINT ( 10.7638147 78.71529710080432 )
686,POINT ( 22.336816749999997 73.22706886887818 )
687,POINT ( 25.4509975 82.86360523595738 )
688,POINT ( 16.5315766 80.80295035488889 )
689,POINT ( 17.720283000000002 83.2265547319231 )
690,POINT ( 4.1961894 73.5301041555218 )
691,POINT ( -0.6927627000000001 73.15324132513942 )
692,POINT ( 27.6939119 85.3582197389141 )
693,POINT ( 29.34837665 71.71912226088565 )
694,POINT ( 31.36552865 72.99318848355324 )
695,POINT ( 25.29906395 62.503349542937684 )
696,POINT ( 33.55153275 72.82560416238321 )
697,POINT ( 24.9014311 67.15934789666397 )
698,POINT ( 31.51939965 74.40099966094238 )
699,POINT ( 30.2071105 71.41997759761222 )
700,POINT ( 33.99097355 71.51575924176217 )
701,POINT ( 30.2526982 66.93800061461184 )
702,POINT ( 32.5345997 74.36533835554033 )
703,POINT ( 25.98209085 63.03028137910644 )
704,POINT ( 7.17970025 79.883996367229 )
705,POINT ( 6.8218321500000005 79.8871535365376 )
706,POINT ( 6.28627825 81.1225232733857 )
707,POINT ( 9.792629949999998 80.0689781508496 )
708,POINT ( 4.9423855 114.92908228171993 )
709,POINT ( 11.5470571 104.84811156075017 )
710,POINT ( 13.41068555 103.81347888302334 )
711,POINT ( 10.5718702 103.63321356143346 )
712,POINT ( -8.54759825 125.52229053330531 )
713,POINT ( -1.26696845 116.89707027307526 )
714,POINT ( 5.529465650000001 95.419083238632 )
715,POINT ( -5.24672045 105.18205915548504 )
716,POINT ( -6.8995168499999995 107.57604750542606 )
717,POINT ( -6.648582149999999 108.15537620433665 )
718,POINT ( -3.4402862499999998 114.75650864375234 )
719,POINT ( -8.310454799999999 114.33786464963038 )
720,POINT ( 1.1219929 104.11570805549073 )
721,POINT ( -1.1884679500000002 136.10667153231608 )
722,POINT ( -8.7458582 115.16733897840365 )
723,POINT ( -6.12389155 106.65658968644006 )
724,POINT ( -5.07668215 119.55303856777952 )
725,POINT ( 1.5435963 124.92255822207105 )
726,POINT ( -8.759159499999999 116.2710722149254 )
727,POINT ( 3.6312752 98.86748596472728 )
728,POINT ( -0.7882247499999999 100.2830944686123 )
729,POINT ( -2.8940027 104.7056553 )
730,POINT ( 0.45756595 101.440153194186 )
731,POINT ( 2.26118555 98.97717829413855 )
732,POINT ( -7.38007105 112.78532737805308 )
733,POINT ( -2.74657065 107.75414868594399 )
734,POINT ( -7.89983735 110.05119439547553 )
735,POINT ( 19.90650995 102.16998023046885 )
736,POINT ( 15.1357812 105.77960596181103 )
737,POINT ( 16.556469 104.76031944401174 )
738,POINT ( 17.9866469 102.56389705740517 )
739,POINT ( 6.1893478 100.39721450708868 )
740,POINT ( 4.56661635 101.0904297764127 )
741,POINT ( 1.6418166 103.66721338925498 )
742,POINT ( 6.166653350000001 102.29385129118026 )
743,POINT ( 5.9336120999999995 116.0497893067351 )
744,POINT ( 2.74476355 101.7066224803332 )
745,POINT ( 5.37710725 103.0984306408296 )
746,POINT ( 3.7748226999999996 103.20939361083198 )
747,POINT ( 1.4882398499999998 110.35175975877235 )
748,POINT ( 6.3296375 99.72854348520173 )
749,POINT ( 5.296731899999999 100.27478564926506 )
750,POINT ( 3.1308814500000004 101.55028764274799 )
751,POINT ( 21.70495475 95.97452889632125 )
752,POINT ( 16.91201185 96.13661261066854 )
753,POINT ( 19.62314215 96.19420457749541 )
754,POINT ( 20.4514501 121.9807799315435 )
755,POINT ( 18.18240175 121.74805933504305 )
756,POINT ( 10.310328 123.97927764356774 )
757,POINT ( 15.18716705 120.55746496222983 )
758,POINT ( 7.124879699999999 125.64345755531545 )
759,POINT ( 6.0618818999999995 125.09865215811146 )
760,POINT ( 10.83536625 122.49449206726223 )
761,POINT ( 11.6789701 122.3748426278658 )
762,POINT ( 18.176479450000002 120.53176511814134 )
763,POINT ( 14.5123016 121.02188606807516 )
764,POINT ( 9.57168615 123.77160428425333 )
765,POINT ( 9.74238505 118.75835135731876 )
766,POINT ( 14.7937674 120.26870192132773 )
767,POINT ( 6.92226375 122.05983240893659 )
768,POINT ( 1.35755735 103.98847034565972 )
769,POINT ( 1.408495 103.8609948 )
770,POINT ( 13.68187665 100.74858027718852 )
771,POINT ( 13.9122207 100.60353142390704 )
772,POINT ( 18.76684265 98.96487808920725 )
773,POINT ( 19.9542572 99.87915340415378 )
774,POINT ( 12.68476815 101.00934297866353 )
775,POINT ( 6.929020449999999 100.3948145217058 )
776,POINT ( 8.096407899999999 98.98512384231734 )
777,POINT ( 8.11013195 98.30581527719204 )
778,POINT ( 9.5488263 100.06319930633575 )
779,POINT ( 9.5488263 100.06319930633575 )
780,POINT ( 17.3867791 102.7775596 )
781,POINT ( 16.0425792 108.19716127833769 )
782,POINT ( 21.2190339 105.8044969796485 )
783,POINT ( 10.08293405 105.71208943005172 )
784,POINT ( 20.8173019 106.71946503587628 )
785,POINT ( 16.39973765 107.705353995889 )
786,POINT ( 10.1666494 103.99937813447218 )
787,POINT ( 11.9968644 109.21728855358893 )
788,POINT ( 15.4075042 108.7125534766665 )
789,POINT ( 34.566688400000004 69.20650065196745 )
790,POINT ( 34.2065784 62.22776940067165 )
791,POINT ( 31.505839549999997 65.8421901219367 )
792,POINT ( 26.2697012 50.632903208060256 )
793,POINT ( 30.3668469 48.228439506236356 )
794,POINT ( 31.3375148 48.761837631708985 )
795,POINT ( 38.32367895 48.41727862641293 )
796,POINT ( 35.4234276 51.1989619 )
797,POINT ( 27.222036449999997 56.37856860111275 )
798,POINT ( 32.89977375 59.26414453526587 )
799,POINT ( 28.9572989 50.8229405 )
800,POINT ( 36.9121665 54.3981105251603 )
801,POINT ( 33.58551455 46.40524208287659 )
802,POINT ( 32.76145385 51.88885076271911 )
803,POINT ( 30.28189775 56.94992755739636 )
804,POINT ( 34.347537349999996 47.1688282549366 )
805,POINT ( 26.5299696 53.97501298963428 )
806,POINT ( 27.372541650000002 53.18793251072508 )
807,POINT ( 27.672970550000002 54.386047531521996 )
808,POINT ( 36.23409075 59.641866810223185 )
809,POINT ( 26.753171950000002 55.89917705614705 )
810,POINT ( 37.32402085 49.6103959243627 )
811,POINT ( 36.64640625 53.18791769898566 )
812,POINT ( 29.5424396 52.580523125907916 )
813,POINT ( 38.13556965 46.24601138618142 )
814,POINT ( 35.4164909 51.144760916142786 )
815,POINT ( 35.6979248 51.278399738353954 )
816,POINT ( 37.6716605 45.071195154914435 )
817,POINT ( 31.9013104 54.28221005071451 )
818,POINT ( 29.47574595 60.900508689320745 )
819,POINT ( 31.9890477 44.403904616449125 )
820,POINT ( 33.267680600000006 44.22892433264592 )
821,POINT ( 30.5217366 47.7140993 )
822,POINT ( 36.23784135 43.9489017061083 )
823,POINT ( 36.30509415 43.148121645696165 )
824,POINT ( 35.5626087 45.31510843970692 )
825,POINT ( 29.7265806 35.0060932 )
826,POINT ( 32.8105658 35.043082565539606 )
827,POINT ( 32.0004041 34.8704796 )
828,POINT ( 29.610142699999997 35.019039998479 )
829,POINT ( 31.7241013 35.995440207589255 )
830,POINT ( 29.2202789 47.955110833063436 )
831,POINT ( 33.8180749 35.490805228124415 )
832,POINT ( 23.599458 58.29212963328453 )
833,POINT ( 17.04651015 54.088312622997904 )
834,POINT ( 25.2746642 51.60679184882241 )
835,POINT ( 18.2416611 42.65376644973918 )
836,POINT ( 25.2879377 49.487066980107045 )
837,POINT ( 26.467396649999998 49.79887844079486 )
838,POINT ( 49.0068908 2.5710819691019156 )
839,POINT ( 21.6836591 39.16367476310531 )
840,POINT ( 17.61030315 44.41506761381417 )
841,POINT ( 24.95862035 46.7110284093297 )
842,POINT ( 24.148030149999997 38.0626738365901 )
843,POINT ( 36.18214815 37.21872403680198 )
844,POINT ( 33.4108334 36.51391166837934 )
845,POINT ( 35.40183425 35.950402853728235 )
846,POINT ( 37.031183350000006 41.205173239381494 )
847,POINT ( 24.4415534 54.6499318152277 )
848,POINT ( 24.2798294 55.6296154 )
849,POINT ( 24.8926515 55.16390794501868 )
850,POINT ( 25.2521281 55.36571154271837 )
851,POINT ( 25.61297345 55.939695904168836 )
852,POINT ( 25.3401476 55.5137442 )
853,POINT ( 12.8295131 45.031569115247166 )
854,POINT ( 15.47740745 44.21866507285824 )
855,POINT ( 15.96591155 48.789005860185995 )
856,POINT ( 51.1881429 4.463473861141249 )
857,POINT ( 50.898339449999995 4.483486214316164 )
858,POINT ( 50.463637250000005 4.466173283859401 )
859,POINT ( 50.6384999 5.441185496152215 )
860,POINT ( 51.2003974 2.874165781169563 )
861,POINT ( 41.9215216 8.799913054381443 )
862,POINT ( 42.55466885 9.481946623405268 )
863,POINT ( 49.45446175 2.1113351240160583 )
864,POINT ( 44.825437550000004 0.5146458309352377 )
865,POINT ( 43.3227155 3.3554479384352818 )
866,POINT ( 43.46909385 -1.5228711739616112 )
867,POINT ( 44.82017155 -0.7079993899736636 )
868,POINT ( 48.4428384 -4.4197626 )
869,POINT ( 43.2159709 2.3064304810690723 )
870,POINT ( 48.77629805 4.187693712492935 )
871,POINT ( 45.6352153 5.881803393116886 )
872,POINT ( 48.58873 -2.081093937888017 )
873,POINT ( 41.50326675 9.098326639079088 )
874,POINT ( 45.6262172 6.3272656111064105 )
875,POINT ( 50.5681339 3.105251611858831 )
876,POINT ( 45.863076750000005 1.180182915228558 )
877,POINT ( 45.7245365 5.086500755554235 )
878,POINT ( 47.603236949999996 7.52434812773247 )
879,POINT ( 47.151840899999996 -1.6084620308979245 )
880,POINT ( 43.65980345 7.213706629141443 )
881,POINT ( 43.7584952 4.415388999259653 )
882,POINT ( 49.0068908 2.5710819691019156 )
883,POINT ( 48.7295648 2.3682988 )
884,POINT ( 43.3789419 -0.4157200487958993 )
885,POINT ( 42.743035649999996 2.870327259088999 )
886,POINT ( 46.588773200000006 0.30851584901156714 )
887,POINT ( 45.54021095 4.296047797902659 )
888,POINT ( 48.538652549999995 7.625009702296425 )
889,POINT ( 43.095769149999995 6.1478463767391816 )
890,POINT ( 43.63965825 1.3764361996453238 )
891,POINT ( 47.4330486 0.7150216920002304 )
892,POINT ( 36.15415145 -5.346455296981239 )
893,POINT ( 49.70694185 -2.214498597174802 )
894,POINT ( 49.4345733 -2.6035924770551206 )
895,POINT ( 49.2066455 -2.198538438744582 )
896,POINT ( 51.84173815 -8.493798524458427 )
897,POINT ( 53.4288026 -6.247592522077657 )
