,0
898,POINT ( 52.180909650000004 -9.525779717512439 )
899,POINT ( 52.180909650000004 -9.525779717512439 )
900,POINT ( 52.69960575 -8.920721565103284 )
901,POINT ( 54.0827808 -4.6269258046304556 )
902,POINT ( 49.6284468 6.205263391446866 )
903,POINT ( 52.32697895 4.741505200022974 )
904,POINT ( 51.449830000000006 5.373710920240573 )
905,POINT ( 53.1214959 6.581723234492909 )
906,POINT ( 50.91249905 5.77132050283004 )
907,POINT ( 51.95633585 4.439731915265206 )
908,POINT ( 46.98874805 15.440023285611247 )
909,POINT ( 46.64348185 14.328599613147205 )
910,POINT ( 47.2597258 11.341870474999986 )
911,POINT ( 48.23637495 14.187713380617474 )
912,POINT ( 47.7934551 13.001830576958724 )
913,POINT ( 48.10499675 16.5848987032657 )
914,POINT ( 49.1582606 16.690803591376284 )
915,POINT ( 50.2018781 12.913358570496666 )
916,POINT ( 49.6968749 18.116063013271024 )
917,POINT ( 50.1020451 14.27056489323675 )
918,POINT ( 50.01305945 15.738799963989463 )
919,POINT ( 48.97694645 8.34241472152001 )
920,POINT ( 52.3976851 13.5367764 )
921,POINT ( 53.0453419 8.789641688895548 )
922,POINT ( 50.86780115 7.138887378368084 )
923,POINT ( 51.51690725 7.609717871665552 )
924,POINT ( 51.2869035 6.761736665024513 )
925,POINT ( 50.0229437 8.524938151916214 )
926,POINT ( 49.944633350000004 7.261210336785306 )
927,POINT ( 47.603236949999996 7.52434812773247 )
928,POINT ( 47.6730679 9.5243796 )
929,POINT ( 53.63636215 9.994550134684175 )
930,POINT ( 52.46144075 9.687236575826585 )
931,POINT ( 51.421190100000004 12.229585904866344 )
932,POINT ( 53.804942999999994 10.712610058244511 )
933,POINT ( 47.9892386 10.235409335315072 )
934,POINT ( 49.49826845 11.078106331160273 )
935,POINT ( 48.6915808 9.1934675 )
936,POINT ( 51.6225616 6.2052122 )
937,POINT ( 47.43527295 19.2535105675693 )
938,POINT ( 47.4885144 21.611386886200965 )
939,POINT ( 46.6962854 17.1597236 )
940,POINT ( 48.1700786 17.1992626 )
941,POINT ( 48.661434150000005 21.239139749265533 )
942,POINT ( 48.621998250000004 17.82800785784479 )
943,POINT ( 49.07121425 20.24725741197063 )
944,POINT ( 48.63783305 19.135614217671737 )
945,POINT ( 49.23309065 18.613964886395326 )
946,POINT ( 47.603236949999996 7.52434812773247 )
947,POINT ( 46.912213449999996 7.498597416883485 )
948,POINT ( 31.05248885 -85.86846465065989 )
949,POINT ( 46.0015752 8.9063847 )
950,POINT ( 47.4859603 9.5598603 )
951,POINT ( 47.4635489 8.553204683227131 )
952,POINT ( 53.09767685 17.978783301007155 )
953,POINT ( 50.47530925 19.082309148015923 )
954,POINT ( 51.2382497 22.706753771844266 )
955,POINT ( 52.42056395 16.8317916444456 )
956,POINT ( 50.11148165 22.018435906021026 )
957,POINT ( 52.163068100000004 20.970804316016185 )
958,POINT ( 52.450885650000004 20.648988117621318 )
959,POINT ( 51.1075552 16.8756697 )
960,POINT ( 24.3913984 88.60822875184343 )
961,POINT ( 42.56149335 18.26433626257242 )
962,POINT ( 44.56731345 14.39235742449529 )
963,POINT ( 45.46087645 18.8170617551376 )
964,POINT ( 44.89567215 13.918971947969927 )
965,POINT ( 45.21678585 14.570968145977925 )
966,POINT ( 43.5397753 16.300224163865497 )
967,POINT ( 44.100174949999996 15.357488127906656 )
968,POINT ( 44.8336318 20.2810139 )
969,POINT ( 34.87033995 33.618511556449484 )
970,POINT ( 34.71791325 32.489094835033505 )
971,POINT ( 35.1522933 33.50533235019655 )
972,POINT ( 37.9372535 23.954624286315532 )
973,POINT ( 35.529643300000004 24.148005725125465 )
974,POINT ( 38.3421243 26.140171285583204 )
975,POINT ( 39.6077531 19.9149865 )
976,POINT ( 35.337058 25.18097200362064 )
977,POINT ( 37.068318950000005 22.025095209751395 )
978,POINT ( 35.42109615 27.145333449162123 )
979,POINT ( 40.914999300000005 24.61461321003228 )
980,POINT ( 36.79545565 27.08849007034415 )
981,POINT ( 37.43499285 25.347326478108187 )
982,POINT ( 39.057918 26.599060222770895 )
983,POINT ( 38.923843700000006 20.768427287254895 )
984,POINT ( 36.4050007 28.087406950000002 )
985,POINT ( 37.69001595 26.91166205955046 )
986,POINT ( 40.52620335 22.973732008204546 )
987,POINT ( 39.2230176 22.794555663860027 )
988,POINT ( 37.7508466 20.885394109125926 )
989,POINT ( 40.63087935 8.288375274221512 )
990,POINT ( 43.61716225 13.364858030368092 )
991,POINT ( 41.1534 16.7656 )
992,POINT ( 45.670959249999996 9.69876347135455 )
993,POINT ( 44.5344306 11.288457445265177 )
994,POINT ( 45.4279922 10.328465676993805 )
995,POINT ( 40.661605 17.948577553183746 )
996,POINT ( 39.250583 9.057312580961453 )
997,POINT ( 37.467242600000006 15.067568274467547 )
998,POINT ( 44.54739375 7.623336248505572 )
999,POINT ( 43.80928725 11.199120619746795 )
1000,POINT ( 40.8417414 14.2579272 )
1001,POINT ( 38.9062877 16.24275952965428 )
1002,POINT ( 45.44420495 9.277832922158506 )
1003,POINT ( 45.629627299999996 8.723547468967393 )
1004,POINT ( 40.8839923 14.284479528610618 )
1005,POINT ( 40.89937665 9.517745484294872 )
1006,POINT ( 38.176516899999996 13.091643377052751 )
1007,POINT ( 45.1847018 11.8576571 )
1008,POINT ( 42.4321436 14.186080677809038 )
1009,POINT ( 42.4321436 14.186080677809038 )
1010,POINT ( -34.55919275 -58.414724275642854 )
1011,POINT ( 44.02021415 12.612590543153736 )
1012,POINT ( 41.8144309 12.226901204880779 )
1013,POINT ( 41.79954695 12.591271133206927 )
1014,POINT ( 37.913008950000005 12.492621862041094 )
1015,POINT ( 45.8261611 13.473368702886166 )
1016,POINT ( 45.20096875 7.648975075273562 )
1017,POINT ( 45.50353855 12.342579681064803 )
1018,POINT ( 45.39717245 10.885895928972548 )
1019,POINT ( 35.84739655 14.492295178989536 )
1020,POINT ( 38.0753421 -7.9242041 )
1021,POINT ( 37.017459599999995 -7.973911065722614 )
1022,POINT ( 32.69817005 -16.77389415043028 )
1023,POINT ( 33.07362365 -16.34816497905559 )
1024,POINT ( 38.7809542 -9.131900592219496 )
1025,POINT ( 38.7809542 -9.131900592219496 )
1026,POINT ( 37.74310625 -25.701156342536887 )
1027,POINT ( 38.764423699999995 -27.09108465736351 )
1028,POINT ( 46.22247455 14.463847697380164 )
1029,POINT ( 46.47836925 15.685380408214089 )
1030,POINT ( 45.4724036 13.616114921756441 )
1031,POINT ( 43.300259499999996 -8.379608542189715 )
1032,POINT ( 38.284417700000006 -0.5657529081106044 )
1033,POINT ( 36.84399365 -2.3719995931572844 )
1034,POINT ( 43.56161899999999 -6.030909804909283 )
1035,POINT ( 41.29694395 2.0790473629813215 )
1036,POINT ( 43.301720700000004 -2.919129659398936 )
1037,POINT ( 40.2125456 0.07032404660837799 )
1038,POINT ( 28.447124199999998 -13.866147581598085 )
1039,POINT ( 41.904494650000004 2.762426044162633 )
1040,POINT ( 27.92879945 -15.389182071609515 )
1041,POINT ( 42.07723575 -0.31954593973198725 )
1042,POINT ( 38.87294785 1.370372414235323 )
1043,POINT ( 36.74377795 -6.064049514261415 )
1044,POINT ( 28.626975700000003 -17.755484706917592 )
1045,POINT ( 28.94568045 -13.60758816051166 )
1046,POINT ( 41.72779095 0.5391262971137656 )
1047,POINT ( 40.4948384 -3.5740806206811313 )
1048,POINT ( 36.67876135 -4.499980126161259 )
1049,POINT ( 39.86298645 4.220607231805899 )
1050,POINT ( 37.805602 -1.1273468433316025 )
1051,POINT ( 39.553224549999996 2.729030991511172 )
1052,POINT ( 42.77114435 -1.6456214726005762 )
1053,POINT ( 41.1464121 1.1574354225597268 )
1054,POINT ( 43.42716075 -3.822844898531179 )
1055,POINT ( 42.89764215 -8.41891330714926 )
1056,POINT ( 37.4306371 -5.8808747 )
1057,POINT ( 37.4306371 -5.8808747 )
1058,POINT ( 28.046054650000002 -16.57271529967347 )
1059,POINT ( 39.4878647 -0.48120918609833196 )
1060,POINT ( 41.706834349999994 -4.854374275220002 )
1061,POINT ( 42.232922450000004 -8.626166079129476 )
1062,POINT ( 42.88306505 -2.7280438388098527 )
1063,POINT ( 41.6676807 -1.0437423279666378 )
1064,POINT ( 41.414079799999996 19.71964805931863 )
1065,POINT ( 42.0342197 20.416156526028644 )
1066,POINT ( 40.1493974 44.4018985198437 )
1067,POINT ( 40.751196449999995 43.85418312445313 )
1068,POINT ( 40.4728196 50.04917439624536 )
1069,POINT ( 40.7370535 46.31628304227843 )
1070,POINT ( 40.809903399999996 47.72574902165021 )
1071,POINT ( 38.759755999999996 48.80560137474302 )
1072,POINT ( 40.809903399999996 47.72574902165021 )
1073,POINT ( 53.598213349999995 24.05050505161059 )
1074,POINT ( 52.52654065 31.01782346394522 )
1075,POINT ( 53.887662750000004 28.034122736827477 )
1076,POINT ( 44.94291375 17.296385987756054 )
1077,POINT ( 43.8253475 18.333154918143215 )
1078,POINT ( 44.4625583 18.724443064898992 )
1079,POINT ( 43.281888800000004 17.843882921236258 )
1080,POINT ( 42.57022095 27.516987282032524 )
1081,POINT ( 42.07693315 24.844065616554147 )
1082,POINT ( 42.69557455 23.414218088581656 )
1083,POINT ( 43.23393595 27.823302249448076 )
1084,POINT ( 59.414388 24.836840478778107 )
1085,POINT ( 58.30867755 26.69296862697855 )
1086,POINT ( 42.5270431 43.1357119 )
1087,POINT ( 41.6093905 41.600613707764694 )
1088,POINT ( 42.17611035 42.477479009044885 )
1089,POINT ( 43.055167999999995 42.75046454805893 )
1090,POINT ( 41.9212325 44.714316611384575 )
1091,POINT ( 41.66958674999999 44.95514406314355 )
1092,POINT ( 42.57643955 21.032371075473243 )
1093,POINT ( 56.922239649999995 23.97264338931523 )
1094,POINT ( 57.35450815 21.53974638210634 )
1095,POINT ( 54.9646207 24.088128663481704 )
1096,POINT ( 55.972598899999994 21.094675861557334 )
1097,POINT ( 55.8930733 23.3863033 )
1098,POINT ( 54.643438599999996 25.278519673777687 )
1099,POINT ( 46.92960965 28.937152073283357 )
1100,POINT ( 46.175458899999995 21.265692833889535 )
1101,POINT ( 47.659536450000004 23.46365220339503 )
1102,POINT ( 44.56835935 26.10268756856084 )
1103,POINT ( 44.50029205 26.090228324484794 )
1104,POINT ( 46.78630484999999 23.68460819169495 )
1105,POINT ( 44.364428399999994 28.48645083006126 )
1106,POINT ( 44.318807050000004 23.889104852848654 )
1107,POINT ( 47.17991015 27.620356507232316 )
1108,POINT ( 47.0273438 21.900625787636205 )
1109,POINT ( 47.705222 22.88445740774703 )
1110,POINT ( 45.787050300000004 24.08663457694282 )
1111,POINT ( 47.68833875 26.352310976529836 )
1112,POINT ( 46.467829050000006 24.412256728643918 )
1113,POINT ( 45.809854400000006 21.33283281275959 )
1114,POINT ( 42.3605703 19.25007158353284 )
1115,POINT ( 42.403729850000005 18.724834448309945 )
1116,POINT ( 41.17937425 20.742970126092665 )
1117,POINT ( 41.96173655 21.621843594367405 )
1118,POINT ( 64.73627164999999 177.7358336928592 )
1119,POINT ( 45.00265265 37.34498313723325 )
1120,POINT ( 64.599209 40.71860470831429 )
1121,POINT ( 46.28016705 48.018907153379175 )
1122,POINT ( 53.3635611 83.5504536213013 )
1123,POINT ( 50.64526255 36.5812955945439 )
1124,POINT ( 50.4266217 127.40968452242377 )
1125,POINT ( 56.36868235 101.68834627611253 )
1126,POINT ( 53.21423355 34.17735518268464 )
1127,POINT ( 55.2978292 61.5106586 )
1128,POINT ( 59.27783665 38.0206535432642 )
1129,POINT ( 46.371955549999996 44.337702209910695 )
1130,POINT ( 52.266805250000004 104.37553970756424 )
1131,POINT ( 43.3871739 45.69641817942835 )
1132,POINT ( 54.88969255000001 20.58772076792804 )
1133,POINT ( 55.60740975 49.28551379228139 )
1134,POINT ( 48.528096 135.18291320418953 )
1135,POINT ( 50.603593399999994 137.0847025883197 )
1136,POINT ( 51.752429250000006 36.292384936972404 )
1137,POINT ( 59.9147712 150.72149352389195 )
1138,POINT ( 53.393898699999994 58.75770708558788 )
1139,POINT ( 42.816631900000004 47.65567236459954 )
1140,POINT ( 44.22621995 43.081651070827434 )
1141,POINT ( 55.40912105 37.904166212415895 )
1142,POINT ( 55.97608755 37.4238008194297 )
1143,POINT ( 55.6066179 37.286848 )
1144,POINT ( 68.77916255 32.76209802957863 )
1145,POINT ( 43.51297565 43.63815607518302 )
1146,POINT ( 60.949454349999996 76.48562187563991 )
1147,POINT ( 55.565541499999995 52.099212776880876 )
1148,POINT ( 56.229519749999994 43.78400637227456 )
1149,POINT ( 53.81061685 86.86700954836988 )
1150,POINT ( 55.028972949999996 82.59975849523934 )
1151,POINT ( 51.0736434 58.59857484668805 )
1152,POINT ( 61.887404000000004 34.14566501731344 )
1153,POINT ( 64.3800982 -173.2386276724423 )
1154,POINT ( 53.1703687 158.4407429799063 )
1155,POINT ( 57.7818036 28.38658369449417 )
1156,POINT ( 47.49358975 39.92902340634963 )
1157,POINT ( 59.801698599999995 30.267601113109503 )
1158,POINT ( 53.50575105 50.15699388903002 )
1159,POINT ( 51.5654706 46.04171591129158 )
1160,POINT ( 43.44397145 39.94009276010438 )
1161,POINT ( 45.110943899999995 42.116171759451575 )
1162,POINT ( 61.648572349999995 50.84684037543079 )
1163,POINT ( 56.38286355 85.20970406373608 )
1164,POINT ( 57.1799511 65.34941663635888 )
1165,POINT ( 36.851848450000006 10.229499453576416 )
1166,POINT ( 54.269227099999995 48.22490186377723 )
1167,POINT ( 54.56491265 55.88423295983419 )
1168,POINT ( 43.3925287 132.14617665194015 )
1169,POINT ( 43.204641550000005 44.60982202193371 )
1170,POINT ( 48.78335465 44.347290075526445 )
1171,POINT ( 51.8151081 39.221421059214435 )
1172,POINT ( 62.091462500000006 129.76969577334057 )
1173,POINT ( 57.5604597 40.15795121123496 )
1174,POINT ( 46.8845008 142.72048538333334 )
1175,POINT ( 44.81827305 20.302369607310077 )
1176,POINT ( 43.336109 21.85733488617226 )
1177,POINT ( 43.818194 20.58749071863892 )
1178,POINT ( 36.98247135 35.28787786654746 )
1179,POINT ( 36.29880585 32.29718214713545 )
1180,POINT ( 40.1230634 32.99872088625601 )
1181,POINT ( 36.89994245 30.798191449837162 )
1182,POINT ( 37.24952535 27.67212809118392 )
1183,POINT ( 40.25584005 29.56209181082114 )
1184,POINT ( 36.71183085 28.785783840398203 )
1185,POINT ( 37.78603475 29.697340303657736 )
1186,POINT ( 37.89232495 40.19921443496927 )
1187,POINT ( 38.60212025 39.293272296460074 )
1188,POINT ( 36.9479318 37.47319308119735 )
1189,POINT ( 41.275322700000004 28.73226923452166 )
1190,POINT ( 40.89929455 29.307552329592077 )
1191,POINT ( 38.289593249999996 27.15881973653169 )
1192,POINT ( 38.773475250000004 35.49468492689121 )
1193,POINT ( 37.9840404 32.57571168020935 )
1194,POINT ( 39.1090247 30.13712970523825 )
1195,POINT ( 38.4351316 38.08965063689739 )
1196,POINT ( 38.7724585 34.52734683956909 )
1197,POINT ( 41.2562275 36.5547365620795 )
1198,POINT ( 41.0061664 39.7313281 )
1199,POINT ( 41.5086358 32.08897133952877 )
1200,POINT ( 48.26047165 25.9785329173081 )
1201,POINT ( 48.3612473 35.09662173364201 )
1202,POINT ( 48.88880355 24.688121199544454 )
1203,POINT ( 49.92262205 36.28843000721483 )
1204,POINT ( 48.0418259 33.20921721853422 )
1205,POINT ( 50.3401779 30.891557297991227 )
1206,POINT ( 50.3401779 30.891557297991227 )
1207,POINT ( 49.81057505 23.957443729537545 )
1208,POINT ( 47.0571669 31.91963470500483 )
1209,POINT ( 46.44051335 30.676765737635286 )
1210,POINT ( 49.5727605 34.39499787713869 )
1211,POINT ( 45.039428650000005 33.97007140630278 )
1212,POINT ( 48.63582435 22.26068962869202 )
1213,POINT ( 47.869395850000004 35.31153502036521 )
1214,POINT ( 57.0864352 9.868075521300991 )
1215,POINT ( 56.304542549999994 10.612849817576597 )
1216,POINT ( 55.740736999999996 9.160391884322324 )
1217,POINT ( 55.6091282 12.650982248393536 )
1218,POINT ( 62.06214025 -7.272963736388841 )
1219,POINT ( 60.121504650000006 19.896907611281204 )
1220,POINT ( 60.32135905 24.947206800038444 )
1221,POINT ( 67.6954569 24.8518905 )
1222,POINT ( 63.00506195 27.798881769455257 )
1223,POINT ( 65.9880455 29.239381704797808 )
1224,POINT ( 61.04515155 28.150602697960775 )
1225,POINT ( 64.9291176 25.378583953165936 )
1226,POINT ( 66.561662 25.8302119 )
1227,POINT ( 61.41482 23.608124582625788 )
1228,POINT ( 60.5133902 22.26333725991195 )
1229,POINT ( 63.0449579 21.7641844 )
1230,POINT ( 65.65698725 -18.070607134573716 )
1231,POINT ( 63.98486065 -22.626598187703223 )
1232,POINT ( 64.129393 -21.940944455147573 )
1233,POINT ( 62.56018535 6.113415709021158 )
1234,POINT ( 60.29619625 5.219901375015233 )
1235,POINT ( 67.264386 14.34774894210406 )
1236,POINT ( 59.34292 5.2152365479364455 )
1237,POINT ( 58.20414355 8.08327172379055 )
1238,POINT ( 63.1125744 7.82937981793134 )
1239,POINT ( 60.19786535 11.09967535417638 )
1240,POINT ( 59.1805647 10.2571743 )
1241,POINT ( 58.88099305 5.622712653837669 )
1242,POINT ( 69.68179375 18.91540972267273 )
1243,POINT ( 63.4547661 10.925133336071024 )
1244,POINT ( 57.662414749999996 12.287763001236742 )
1245,POINT ( 65.54783875000001 22.116712311166633 )
1246,POINT ( 55.5361868 13.369715681029767 )
1247,POINT ( 58.5859848 16.2478449 )
1248,POINT ( 63.19562795 14.499010830385984 )
1249,POINT ( 59.6467921 17.937044334194475 )
1250,POINT ( 59.3546192 17.944740459281977 )
1251,POINT ( 58.7871654 16.9104983 )
1252,POINT ( 59.5895789 16.631214886515107 )
1253,POINT ( 62.5278157 17.44062745100433 )
1254,POINT ( 63.7903095 20.288655093670805 )
1255,POINT ( 56.92494405 14.73366140209803 )
1256,POINT ( 57.66543765 18.34705855149554 )
1257,POINT ( 35.21074145 -80.9457435226013 )
1258,POINT ( 50.78234165 -1.8383330379835439 )
1259,POINT ( 51.38296995 -2.7186237715618864 )
1260,POINT ( 51.397871550000005 -3.3445890119919994 )
1261,POINT ( 54.50941065 -1.4247903167173146 )
1262,POINT ( 52.828086549999995 -1.332669481847069 )
1263,POINT ( 50.73119295 -3.4168295860334865 )
1264,POINT ( 53.86665035 -1.656781884498208 )
1265,POINT ( 53.335702600000005 -2.8496139978869777 )
1266,POINT ( 51.5042655 0.05490240133037683 )
1267,POINT ( 51.1567346 -0.1609224 )
1268,POINT ( 51.46773895 -0.4587800741571181 )
1269,POINT ( 51.87814035 -0.3664573292436831 )
1270,POINT ( 51.570227599999996 0.6966132970490921 )
1271,POINT ( 51.88696515 0.24419290157330298 )
1272,POINT ( 53.350342049999995 -2.280369252664295 )
1273,POINT ( -32.79461255 151.84011416276277 )
1274,POINT ( 50.441430499999996 -4.996334942901752 )
1275,POINT ( 52.6683484 1.2806942422978507 )
1276,POINT ( 44.4939003 -81.3352966 )
1277,POINT ( 57.2006008 -2.2038568 )
1278,POINT ( 55.950128899999996 -3.3595079855289756 )
1279,POINT ( 55.950128899999996 -3.3595079855289756 )
1280,POINT ( 55.50230535 -4.577596602973978 )
1281,POINT ( 57.54227005 -4.051671282668874 )
1282,POINT ( 54.652424499999995 -6.229076154679657 )
1283,POINT ( 54.620329350000006 -5.869819381345107 )
1284,POINT ( 55.04188695 -7.161306551456137 )
1285,POINT ( -14.3347658 -170.71596862723766 )
1286,POINT ( -34.947240449999995 138.5330688373241 )
1287,POINT ( -27.3874138 153.1214764569645 )
1288,POINT ( -17.9492125 122.23069434861999 )
1289,POINT ( -16.877789200000002 145.75154952736838 )
1290,POINT ( -35.302878750000005 149.19180056325803 )
1291,POINT ( -12.41190185 130.88362011674445 )
1292,POINT ( -38.0415747 144.47225146948307 )
1293,POINT ( -28.164853 153.5081045532748 )
1294,POINT ( -42.8361855 147.50854208296033 )
1295,POINT ( -37.667111000000006 144.83348076679553 )
1296,POINT ( -32.79461255 151.84011416276277 )
1297,POINT ( -31.9406095 115.96760765137932 )
1298,POINT ( -20.3737968 118.62407240179644 )
1299,POINT ( -26.59467215 153.0834615909481 )
1300,POINT ( -33.935309 151.1655825 )
1301,POINT ( -19.2518982 146.77447438460155 )
1302,POINT ( -10.450078699999999 105.69071340585096 )
1303,POINT ( -12.1878723 96.8310274 )
1304,POINT ( -21.201722349999997 -159.80567804613287 )
1305,POINT ( -27.164671900000002 -109.4213269955195 )
1306,POINT ( -17.762453299999997 177.43747042786867 )
1307,POINT ( -18.04373695 178.5604976825565 )
1308,POINT ( -17.55418205 -149.6103368761099 )
1309,POINT ( 13.486490199999999 144.80206025352555 )
1310,POINT ( 1.9843506 -157.34706301775668 )
1311,POINT ( 1.3816209000000002 173.14777058642787 )
1312,POINT ( 8.7206583 167.7315599 )
1313,POINT ( 7.0649864 171.27149916297407 )
1314,POINT ( 7.461951600000001 151.84307838327413 )
1315,POINT ( 5.35674455 162.95809189251776 )
1316,POINT ( 6.9836798 158.20381948562675 )
1317,POINT ( 9.49898575 138.08313625016342 )
1318,POINT ( -0.54887245 166.92074283910955 )
1319,POINT ( -22.014886150000002 166.2140588220377 )
1320,POINT ( -37.00889695 174.7912138412501 )
1321,POINT ( -43.4877084 172.53695343756073 )
1322,POINT ( -45.019299950000004 168.74343994415125 )
1323,POINT ( -41.3294976 174.8119641 )
1324,POINT ( -29.04165755 167.93946074308155 )
1325,POINT ( 14.17434795 145.24109209915855 )
1326,POINT ( 15.12049075 145.72962519467052 )
1327,POINT ( 14.99833865 145.6183628291265 )
1328,POINT ( -19.0804765 -169.92138016169685 )
1329,POINT ( 7.366885099999999 134.54430649330376 )
1330,POINT ( -9.4402674 147.21712862095984 )
1331,POINT ( -5.8275371 144.29964153501777 )
1332,POINT ( -13.83077365 -172.00829609835512 )
1333,POINT ( -9.429441749999999 160.04987604652325 )
1334,POINT ( -21.2421623 -175.1443417987285 )
1335,POINT ( -18.58558155 -173.9637047315632 )
1336,POINT ( -8.5216688 179.1989423401248 )
1337,POINT ( -15.50470155 167.21868291955798 )
1338,POINT ( -17.69913085 168.3193165665017 )
1339,POINT ( -14.311660700000001 -178.06701368746712 )
1340,POINT ( -13.2397814 -176.19860104924444 )
